,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
484,Midnight Special,PG-13,112,6.6,2016,76
485,Geostorm,PG-13,109,5.3,2017,21
486,Falling Down,R,113,7.6,1993,56
487,Velvet Buzzsaw,R,113,5.7,2019,61
488,Inferno,PG-13,121,6.2,2016,42
489,Bridge of Spies,PG-13,142,7.6,2015,81
490,Mission: Impossible III,PG-13,126,6.9,2006,66
491,Final Destination,R,98,6.7,2000,36
492,The Trial of the Chicago 7,,,,2020,
493,Nightmare Alley,,,,(I,
494,The Game,R,129,7.8,1997,61
495,London Has Fallen,R,99,5.9,2016,28
496,The Village,PG-13,108,6.5,2004,44
497,Mission: Impossible 7,,,,2021,
498,Speed,R,116,7.2,1994,78
499,Collateral,R,120,7.5,2004,71
500,Candyman,,,,2020,
501,Into the Blue,PG-13,110,5.8,2005,45
502,47 Meters Down,PG-13,89,5.6,2017,52
503,Jack Reacher,PG-13,130,7.0,2012,50
504,Halloween,R,91,7.8,1978,81
505,Escape Plan: The Extractors,R,97,4.4,2019,
506,Flight,R,138,7.3,2012,76
507,Rush Hour,PG-13,98,7.0,1998,60
508,Hellraiser,R,94,7.0,1987,57
509,RocknRolla,R,114,7.3,2008,53
510,Side Effects,R,106,7.1,2013,75
511,Traffic,R,147,7.6,2000,86
512,Friday the 13th,R,95,6.5,1980,22
513,Pet Sematary,R,103,6.6,1989,38
514,Wounds,R,95,4.1,2019,51
515,Apostle,TV-MA,130,6.3,2018,62
516,John Wick: Chapter 4,,,,2021,
517,Live and Let Die,PG,121,6.8,1973,55
518,Miss Peregrine's Home for Peculiar Children,PG-13,127,6.7,2016,57
519,Maze Runner: The Death Cure,PG-13,143,6.2,2018,50
520,Happy Death Day,PG-13,96,6.5,2017,58
521,The Talk of the Town,Approved,118,7.5,1942,
522,The Hills Have Eyes,R,107,6.4,2006,52
523,Red Dragon,R,124,7.2,2002,60
524,Noah,PG-13,138,5.8,2014,68
525,Dogtooth,Not Rated,97,7.3,2009,73
526,Westworld,PG,88,7.0,1973,77
527,Chloe,R,96,6.3,2009,48
528,Olympus Has Fallen,R,119,6.5,2013,41
529,Green Room,R,95,7.0,2015,79
530,Tumbbad,Not Rated,104,8.3,2018,
531,Serenity,PG-13,119,7.8,2005,74
532,Hackers,PG-13,105,6.3,1995,46
533,Sunshine,R,107,7.2,2007,64
534,Sleeping Beauty,Not Rated,101,5.3,2011,57
535,Hush,R,82,6.6,2016,67
536,Demolition Man,R,115,6.7,1993,34
537,Jigsaw,R,92,5.8,2017,39
538,Outbreak,R,127,6.6,1995,65
539,Dark Crimes,R,92,5.1,2016,24
540,Jurassic Park III,PG-13,92,5.9,2001,42
541,Mortal Kombat,PG-13,101,5.8,1995,58
542,Coraline,PG,100,7.7,2009,80
